dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23
0102520,Alabama,3,3,Muscle Shoals City,2828,2363000,2801,2381000,2840,2636000,2896,2862000,17809000,1823000,14044000,33676000,0,492000,492000,20021000,3721000,11707000,35449000,10000,543000,553000,20624000,4582000,13553000,38759000,0,650000,650000,21988000,3927000,15923000,41838000,0,739000,739000,338,313,345,322
0102550,Alabama,3,3,Oneonta City,1488,889000,1434,961000,1425,1104000,1403,1138000,9996000,1253000,4207000,15456000,0,288000,288000,11170000,1823000,4165000,17158000,0,277000,277000,12534000,2643000,4761000,19938000,0,319000,319000,11756000,2573000,5498000,19827000,0,326000,326000,125,-8,111,118
0102580,Alabama,3,3,Opelika City,4616,3374000,4714,3607000,4977,3821000,5048,4116000,27318000,6572000,22721000,56611000,0,1025000,1025000,28199000,9697000,24515000,62411000,10000,1144000,1154000,34399000,12357000,28584000,75340000,0,1170000,1170000,37466000,11406000,31528000,80400000,0,1215000,1215000,517,490,521,525
0102610,Alabama,3,3,Opp City,1308,1232000,1275,1372000,1264,1383000,1329,1539000,8924000,1791000,3643000,14358000,0,322000,322000,9239000,3245000,3755000,16239000,0,334000,334000,9873000,5850000,4201000,19924000,0,316000,316000,11534000,4311000,4882000,20727000,0,347000,347000,224,186,168,174
0102635,Alabama,3,3,Oxford City,4265,3723000,4176,3997000,4202,3860000,4203,4185000,27115000,4591000,17698000,49404000,0,921000,921000,26422000,6310000,20250000,52982000,0,1078000,1078000,28323000,6587000,22379000,57289000,0,1020000,1020000,29796000,10199000,24327000,64322000,0,801000,801000,546,499,516,541
0102650,Alabama,3,3,Pell City,4148,3828000,4028,3998000,4140,4499000,4157,4963000,27121000,3480000,10906000,41507000,0,950000,950000,28722000,6153000,11139000,46014000,0,985000,985000,33796000,9076000,11754000,54626000,0,1091000,1091000,31844000,9444000,16719000,58007000,0,1041000,1041000,451,440,480,541
0102670,Alabama,3,3,Perry County,1178,1392000,1153,1204000,1089,1148000,935,1143000,9463000,3009000,3004000,15476000,0,431000,431000,8766000,4865000,2489000,16120000,0,429000,429000,10297000,6326000,2810000,19433000,0,341000,341000,10160000,7735000,3513000,21408000,0,327000,327000,208,172,143,118
0102700,Alabama,3,3,Phenix City,7449,4693000,7265,4965000,7310,5816000,7218,6699000,47818000,10174000,16091000,74083000,0,1499000,1499000,53103000,17000000,18864000,88967000,0,1553000,1553000,57598000,23986000,18698000,100282000,0,1530000,1530000,60490000,20643000,21328000,102461000,0,1490000,1490000,707,685,721,744
0102730,Alabama,3,3,Pickens County,2458,2436000,2374,2419000,2343,2626000,2373,2876000,17972000,3457000,5621000,27050000,0,694000,694000,18121000,5091000,5602000,28814000,0,701000,701000,19989000,7318000,6384000,33691000,0,675000,675000,20885000,7125000,6891000,34901000,0,646000,646000,353,350,347,341
0102760,Alabama,3,3,Piedmont City,1116,785000,1155,754000,1131,686000,1131,884000,7675000,1687000,2896000,12258000,32000,275000,307000,8996000,3076000,2885000,14957000,0,273000,273000,9159000,4287000,3557000,17003000,33000,195000,228000,9442000,2952000,3454000,15848000,0,241000,241000,159,156,156,146
0102820,Alabama,3,3,Randolph County,2176,1804000,2029,1824000,2052,1938000,2090,2061000,14737000,3125000,6423000,24285000,35000,527000,562000,15294000,4339000,6187000,25820000,35000,555000,590000,15967000,6869000,6392000,29228000,35000,538000,573000,17587000,6681000,7239000,31507000,17000,512000,529000,304,292,277,304
0102880,Alabama,3,3,Russell County,3509,2514000,3519,2502000,3710,2485000,3695,2609000,23720000,4790000,9000000,37510000,0,790000,790000,24251000,9072000,9098000,42421000,54000,807000,861000,26937000,11544000,10267000,48748000,0,900000,900000,31474000,12365000,11331000,55170000,0,829000,829000,427,394,390,421
0102910,Alabama,3,3,Russellville City,2541,1352000,2507,1476000,2547,1785000,2614,1654000,17530000,3793000,8469000,29792000,0,504000,504000,18436000,6899000,9640000,34975000,0,537000,537000,19367000,8446000,9303000,37116000,0,514000,514000,21385000,7127000,9716000,38228000,0,527000,527000,212,207,244,255
0102940,Alabama,3,3,Scottsboro City,2463,2598000,2442,2621000,2501,2506000,2416,2533000,16390000,2506000,9659000,28555000,0,690000,690000,16465000,3968000,11898000,32331000,0,806000,806000,17238000,6055000,12690000,35983000,0,833000,833000,19779000,4855000,11612000,36246000,0,651000,651000,298,268,261,265
0102970,Alabama,3,3,Selma City,2852,2660000,2784,2400000,2479,2545000,2587,2749000,20028000,7265000,6459000,33752000,0,881000,881000,19744000,9071000,6492000,35307000,10000,991000,1001000,20626000,11821000,7020000,39467000,0,1029000,1029000,21061000,17350000,8500000,46911000,0,846000,846000,303,303,267,292
0103000,Alabama,3,3,Sheffield City,1037,1168000,1019,1296000,1035,1523000,1043,1564000,6961000,2140000,4432000,13533000,0,314000,314000,6928000,3376000,4616000,14920000,0,326000,326000,7602000,4023000,5167000,16792000,0,323000,323000,9146000,3738000,5438000,18322000,126000,328000,454000,170,153,153,166
0103030,Alabama,3,3,Shelby County,20991,31614000,20438,32003000,21102,34479000,21179,37981000,126493000,12322000,91624000,230439000,0,3770000,3770000,133745000,23369000,95178000,252292000,0,4124000,4124000,145150000,26944000,110697000,282791000,0,4353000,4353000,174096000,23426000,122926000,320448000,0,4802000,4802000,2288,2192,2322,2503
0103062,Alabama,3,3,St Clair County,9634,9115000,9407,9535000,9771,9669000,9747,11268000,61937000,9463000,26016000,97416000,0,1930000,1930000,73143000,13852000,21693000,108688000,7000,1805000,1812000,68306000,15119000,26023000,109448000,0,2008000,2008000,76156000,16555000,32113000,124824000,0,2687000,2687000,1437,1426,1433,1410
0103090,Alabama,3,3,Sumter County,1223,1361000,1194,1322000,1083,1398000,1006,1418000,9815000,2644000,3949000,16408000,0,462000,462000,9054000,4339000,4002000,17395000,0,452000,452000,9827000,3766000,4724000,18317000,0,431000,431000,11519000,5686000,5515000,22720000,0,414000,414000,169,155,125,129
0103120,Alabama,3,3,Sylacauga City,2113,1908000,2091,2012000,2104,2256000,2125,2340000,13615000,2799000,7354000,23768000,0,488000,488000,13590000,3930000,5912000,23432000,0,501000,501000,14475000,6509000,6442000,27426000,0,498000,498000,15934000,5073000,9199000,30206000,0,510000,510000,250,257,254,277
0103150,Alabama,3,3,Talladega City,1889,1528000,1840,1624000,1792,1831000,1560,1916000,13720000,2879000,5179000,21778000,0,525000,525000,13499000,5061000,4628000,23188000,0,507000,507000,14007000,6136000,5191000,25334000,0,553000,553000,14804000,6217000,4696000,25717000,0,508000,508000,272,255,241,260
0103180,Alabama,3,3,Talladega County,7320,6086000,7034,6235000,7127,6365000,7204,6765000,47136000,7999000,26458000,81593000,0,1771000,1771000,49228000,11314000,26792000,87334000,0,1744000,1744000,53486000,16230000,28071000,97787000,0,1927000,1927000,53982000,16522000,29826000,100330000,0,1729000,1729000,942,910,954,975
0103210,Alabama,3,3,Tallapoosa County,2865,2434000,2767,2483000,2808,2738000,2791,2686000,16744000,3418000,12209000,32371000,0,723000,723000,17079000,6836000,13177000,37092000,0,762000,762000,18900000,7268000,14346000,40514000,0,842000,842000,21886000,7971000,15696000,45553000,0,846000,846000,429,387,384,379
0103240,Alabama,3,3,Tallassee City,1678,2016000,1680,1960000,1613,2485000,1536,2645000,11440000,1814000,6460000,19714000,0,404000,404000,13320000,2553000,5803000,21676000,0,384000,384000,11387000,3212000,6514000,21113000,0,426000,426000,12725000,3655000,6363000,22743000,0,407000,407000,256,247,261,266
0103270,Alabama,3,3,Tarrant City,1285,1000000,1227,1093000,1290,1193000,1271,1270000,8491000,2291000,3546000,14328000,0,355000,355000,9145000,3174000,3621000,15940000,0,382000,382000,9685000,5444000,3725000,18854000,0,369000,369000,10808000,5686000,3980000,20474000,0,357000,357000,161,150,149,148
0103360,Alabama,3,3,Tuscaloosa City,10910,11565000,10744,12177000,10964,11933000,11186,13732000,62013000,16562000,57362000,135937000,0,2316000,2316000,72234000,21702000,63705000,157641000,0,2957000,2957000,70619000,31224000,68657000,170500000,0,2723000,2723000,76812000,30468000,72501000,179781000,0,2532000,2532000,1385,1282,1236,1262
0103390,Alabama,3,3,Tuscaloosa County,19052,20506000,18766,20581000,19111,21411000,19377,23087000,120715000,22588000,52379000,195682000,0,3828000,3828000,123857000,33623000,56142000,213622000,0,3732000,3732000,142244000,37793000,67047000,247084000,0,4276000,4276000,147036000,35867000,72763000,255666000,0,4160000,4160000,2941,2698,2585,2674
0103430,Alabama,3,3,Vestavia Hills City,7137,11849000,7087,12101000,7095,11559000,7069,12872000,40630000,3855000,51885000,96370000,0,1257000,1257000,42074000,4862000,56040000,102976000,0,1320000,1320000,46009000,5691000,57280000,108980000,0,1345000,1345000,48669000,3689000,63140000,115498000,0,1780000,1780000,619,631,635,667
0103450,Alabama,3,3,Walker County,7492,8262000,7176,8435000,7201,8992000,7188,9178000,48774000,10184000,21702000,80660000,0,1888000,1888000,50522000,14922000,22558000,88002000,0,2142000,2142000,57897000,18548000,25372000,101817000,0,1886000,1886000,61535000,17945000,26941000,106421000,0,1829000,1829000,1081,1051,1022,1061
0103480,Alabama,3,3,Washington County,2618,2364000,2612,2332000,2583,2406000,2530,2673000,17335000,3132000,6883000,27350000,0,624000,624000,17278000,5766000,7034000,30078000,10000,620000,630000,18592000,6069000,7507000,32168000,0,568000,568000,20159000,6179000,9114000,35452000,0,536000,536000,368,361,339,313
0103540,Alabama,3,3,Winfield City,1272,912000,1280,974000,1255,1166000,1255,1167000,9061000,1443000,3922000,14426000,0,267000,267000,9108000,2043000,4023000,15174000,0,319000,319000,9718000,2823000,4325000,16866000,0,303000,303000,12205000,2254000,4737000,19196000,0,251000,251000,122,119,112,138
0103580,Alabama,3,3,Winston County,2292,2463000,2272,2617000,2317,3172000,2302,3661000,17669000,3740000,8577000,29986000,0,702000,702000,17714000,5531000,7920000,31165000,0,679000,679000,18684000,5675000,9191000,33550000,0,640000,640000,21267000,7722000,15307000,44296000,0,671000,671000,348,377,370,431
0500001,Arkansas,3,3,DEWITT SCHOOL DISTRICT,1225,956000,1187,886000,1168,1040000,1151,1150000,6090000,2063000,6667000,14820000,619000,390000,1009000,5942000,2869000,6948000,15759000,745000,392000,1137000,5651000,3796000,7305000,16752000,710000,294000,1004000,5567000,3607000,7983000,17157000,718000,398000,1116000,143,128,151,186
0500006,Arkansas,3,2,WARREN SCHOOL DISTRICT,1564,933000,1529,911000,1462,910000,1424,989000,12100000,2135000,4090000,18325000,1385000,431000,1816000,12704000,3275000,4086000,20065000,1514000,366000,1880000,12995000,5176000,8952000,27123000,1497000,307000,1804000,12779000,6221000,8334000,27334000,1530000,294000,1824000,200,189,191,174
0500009,Arkansas,3,3,CORNING SCHOOL DISTRICT,895,412000,849,423000,864,513000,832,584000,4556000,1320000,4774000,10650000,762000,315000,1077000,4606000,1868000,3873000,10347000,816000,302000,1118000,4597000,2151000,4281000,11029000,795000,299000,1094000,4689000,3139000,4737000,12565000,802000,296000,1098000,116,117,133,121
0500012,Arkansas,3,3,RIVERSIDE SCHOOL DISTRICT,802,768000,782,759000,745,759000,774,827000,4799000,774000,2409000,7982000,246000,260000,506000,4811000,1631000,2359000,8801000,276000,279000,555000,5054000,1895000,2693000,9642000,270000,243000,513000,4915000,1822000,2930000,9667000,259000,196000,455000,146,152,145,142
0500015,Arkansas,3,3,SHERIDAN SCHOOL DISTRICT,3850,3188000,4183,3315000,4219,3508000,4325,3713000,24613000,3732000,13247000,41592000,1440000,1020000,2460000,25603000,7000000,12752000,45355000,1750000,1089000,2839000,25826000,8928000,13305000,48059000,1467000,975000,2442000,26781000,7442000,15427000,49650000,1402000,1215000,2617000,533,527,561,629
0500016,Arkansas,3,3,MARMADUKE SCHOOL DISTRICT,787,534000,725,519000,766,466000,717,530000,4386000,879000,2279000,7544000,310000,200000,510000,4500000,1818000,2170000,8488000,342000,231000,573000,4452000,2107000,2264000,8823000,275000,210000,485000,4642000,1911000,3106000,9659000,328000,181000,509000,124,97,115,142
0500017,Arkansas,3,3,PARAGOULD SCHOOL DISTRICT,3255,3027000,3198,3103000,3215,3418000,3217,3763000,20101000,4641000,10979000,35721000,2751000,820000,3571000,20240000,6276000,10971000,37487000,2674000,1114000,3788000,21417000,8802000,11406000,41625000,2704000,1041000,3745000,21585000,10323000,12807000,44715000,2791000,1013000,3804000,625,561,575,626
0500019,Arkansas,3,3,BATESVILLE SCHOOL DISTRICT,3414,2403000,3322,2464000,3485,2524000,3469,2813000,19190000,4151000,12579000,35920000,1593000,927000,2520000,20007000,6946000,12709000,39662000,1913000,1086000,2999000,20375000,10084000,13508000,43967000,1620000,1012000,2632000,21662000,6650000,15650000,43962000,1894000,1055000,2949000,414,396,418,424
0500020,Arkansas,3,3,MIDLAND SCHOOL DISTRICT,545,487000,471,596000,500,538000,511,611000,3384000,916000,2356000,6656000,482000,170000,652000,3358000,1421000,2177000,6956000,549000,167000,716000,3381000,2182000,2187000,7750000,451000,158000,609000,3504000,1987000,2293000,7784000,530000,184000,714000,105,77,76,102
0500021,Arkansas,3,3,IZARD CO. CONS. SCHOOL DIST.,556,310000,585,332000,618,373000,648,374000,3555000,874000,2324000,6753000,545000,162000,707000,3941000,1810000,2446000,8197000,617000,168000,785000,4429000,2660000,2354000,9443000,680000,202000,882000,4933000,3813000,2612000,11358000,744000,176000,920000,133,105,100,118
0500023,Arkansas,3,3,NEWPORT SCHOOL DISTRICT,1245,1282000,1154,1277000,1214,1321000,1268,1313000,6159000,3005000,5786000,14950000,990000,434000,1424000,6473000,4842000,6415000,17730000,1137000,413000,1550000,6503000,5027000,6696000,18226000,1099000,406000,1505000,6934000,5349000,7189000,19472000,1160000,506000,1666000,242,234,251,259
0500026,Arkansas,3,3,PINE BLUFF SCHOOL DISTRICT,3059,3914000,2948,3609000,3603,5051000,3261,5254000,21609000,7339000,14984000,43932000,4101000,1125000,5226000,18490000,7797000,16570000,42857000,4003000,1023000,5026000,26472000,18512000,24360000,69344000,4727000,1357000,6084000,23678000,18256000,22958000,64892000,4965000,1414000,6379000,423,415,507,537
0500028,Arkansas,3,3,STAR CITY SCHOOL DISTRICT,1509,1329000,1427,1241000,1416,1211000,1432,1168000,9745000,1868000,4510000,16123000,616000,465000,1081000,9691000,2550000,4585000,16826000,698000,484000,1182000,9906000,5453000,4610000,19969000,739000,458000,1197000,9756000,3762000,5206000,18724000,749000,382000,1131000,161,163,164,166
0500029,Arkansas,3,3,GOSNELL SCHOOL DISTRICT,1215,1061000,1208,1046000,1164,1049000,1173,1108000,9284000,1452000,2087000,12823000,1080000,312000,1392000,9099000,2400000,1997000,13496000,1033000,316000,1349000,9498000,3983000,2461000,15942000,1072000,351000,1423000,9171000,2430000,2653000,14254000,1028000,412000,1440000,175,172,157,159
0500030,Arkansas,3,3,NEVADA SCHOOL DISTRICT,394,307000,392,262000,374,222000,414,272000,2605000,583000,1253000,4441000,323000,139000,462000,2774000,1069000,1356000,5199000,340000,130000,470000,2925000,973000,1240000,5138000,328000,84000,412000,3043000,1103000,1458000,5604000,333000,77000,410000,46,46,51,58
0500032,Arkansas,3,3,BEARDEN SCHOOL DISTRICT,488,449000,488,421000,489,410000,476,472000,3413000,781000,1640000,5834000,396000,153000,549000,3503000,1081000,1508000,6092000,431000,158000,589000,3692000,1617000,1650000,6959000,402000,132000,534000,3783000,1750000,1787000,7320000,450000,218000,668000,65,62,68,64
0500041,Arkansas,3,3,WESTERN YELL CO. SCHOOL DIST.,370,206000,380,225000,360,212000,322,235000,2413000,681000,1335000,4429000,320000,61000,381000,2456000,1040000,1303000,4799000,329000,178000,507000,2822000,1750000,1366000,5938000,457000,85000,542000,2907000,2074000,1432000,6413000,448000,108000,556000,67,66,58,63
0500042,Arkansas,3,3,HAMBURG SCHOOL DISTRICT,1836,1090000,1756,944000,1686,1057000,1691,1145000,11696000,2386000,4672000,18754000,894000,505000,1399000,11895000,4074000,5725000,21694000,1039000,517000,1556000,12034000,4428000,5921000,22383000,1100000,420000,1520000,11688000,4699000,6104000,22491000,1161000,522000,1683000,183,174,174,175
0500043,Arkansas,3,2,MOUNTAIN HOME SCHOOL DISTRICT,3992,3873000,3923,4117000,3927,4190000,3914,4808000,14746000,3838000,21542000,40126000,1510000,1201000,2711000,15463696.640826872,6549518.391192001,22447784.967981126,44461000,1753000,1350000,3103000,16744781.558907898,9408449.161111914,22259769.27998019,48413000,1949000,1044000,2993000,17200389.674052697,9149759.97707102,24200850.348876283,50551000,1925000,1061000,2986000,503,542,553,559
0500044,Arkansas,3,3,MAGNOLIA SCHOOL DISTRICT,2788,1871000,2693,2152000,2704,2271000,2662,2366000,15451000,3849000,10655000,29955000,2125000,717000,2842000,15913000,7965000,10951000,34829000,2500000,805000,3305000,16409000,7322000,11441000,35172000,2519000,880000,3399000,16672000,10399000,13224000,40295000,2346000,843000,3189000,313,332,349,348
0500045,Arkansas,3,3,RIVERCREST SCHOOL DISTRICT #57,1149,883000,1117,919000,1058,921000,1116,972000,7335000,1532000,4554000,13421000,1003000,324000,1327000,7270000,3469000,4426000,15165000,1095000,265000,1360000,7141000,3222000,5812000,16175000,972000,324000,1296000,7059000,5590000,5819000,18468000,974000,350000,1324000,141,154,159,134
0500046,Arkansas,3,3,MANILA SCHOOL DISTRICT,1111,530000,1050,563000,1078,608000,1076,669000,7002000,1071000,3221000,11294000,470000,275000,745000,6993000,2630000,3056000,12679000,459000,299000,758000,7321000,3010000,3833000,14164000,479000,291000,770000,7015000,1919000,3972000,12906000,446000,336000,782000,164,165,167,169
