dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23,state_sped_rev_fy20_adjusted,federal_sped_rev_fy20_adjusted,state_fed_sped_rev_fy20_adjusted,current_sped_exp_fy20_adjusted,state_sped_rev_fy21_adjusted,federal_sped_rev_fy21_adjusted,state_fed_sped_rev_fy21_adjusted,current_sped_exp_fy21_adjusted,state_sped_rev_fy22_adjusted,federal_sped_rev_fy22_adjusted,state_fed_sped_rev_fy22_adjusted,current_sped_exp_fy22_adjusted
5102610,Virginia,3,3,NEW KENT CO PBLC SCHS,3354,4859000,3040,4692000,3272,4436000,3435,4729000,18056000,1513000,15819000,35388000,1301000,670000,1971000,19643000,3210000,15193000,38046000,1080000,617000,1697000,20596000,3764000,16732000,41092000,1097000,609000,1706000,22177000,3592000,20913000,46682000,1130000,756000,1886000,426,369,391,389,1515728.749,780582.83,2296311.579,5660973.091,1229943.9600000002,702662.429,1932606.3890000002,5343423.204000001,1165694.14,647135.58,1812829.7199999997,4713782.319999999
5102640,Virginia,3,3,NEWPORT NEWS CITY PBLC SCHS,28650,41241000,27113,42780000,26509,43189000,26531,51364000,203875000,38111000,144118000,386104000,16620000,5001000,21621000,215378000,49573000,129611000,394562000,16598000,4939000,21537000,221540000,77636000,139338000,438514000,17107000,5254000,22361000,244206000,94075000,135150000,473431000,17585000,8596000,26181000,3836,3477,3363,3396,19363114.38,5826410.049,25189524.429,48047785.809,18902416.526,5624715.943000001,24527132.469,48719446.86000001,18178240.34,5583005.4799999995,23761245.819999997,45893495.17999999
5102670,Virginia,3,3,NORFOLK CITY PBLC SCHS,29837,43901000,27955,45231000,27264,54558000,27306,57602000,205315000,51130000,135711000,392156000,16250000,8764000,25014000,211872000,53546000,134373000,399791000,15826000,7589000,23415000,216039000,90040000,161380000,467459000,15019000,7749000,22768000,231422000,120989000,144267000,496678000,16889000,8208000,25097000,4446,3898,3812,3762,18932046.25,10210489.436,29142535.686,51146816.149,18023234.362,8642633.993,26665868.355000004,51510736.347,15959489.78,8234242.379999999,24193732.159999996,57974421.95999999
5102710,Virginia,3,3,NORTHAMPTON CO PBLC SCHS,1520,2278000,1410,2237000,1350,2631000,1359,2524000,9254000,2363000,9214000,20831000,547000,397000,944000,9874000,2743000,9032000,21649000,533000,386000,919000,10402000,7975000,11470000,29847000,513000,440000,953000,11846000,4920000,13967000,30733000,603000,366000,969000,240,213,218,192,637281.803,462524.453,1099806.256,2653981.622,607000.121,439591.08200000005,1046591.2030000001,2547578.3690000004,545124.0599999999,467552.79999999993,1012676.8599999999,2795753.2199999997
5102730,Virginia,3,3,NORTHUMBERLAND CO PBLC SCHS,1279,2044000,1228,1577000,1181,1647000,1200,1801000,4704000,1113000,13989000,19806000,232000,5000,237000,5057000,1697000,12952000,19706000,214000,290000,504000,5308000,3541000,13953000,22802000,199000,293000,492000,6034000,3394000,15389000,24817000,267000,416000,683000,189,173,157,148,270291.368,5825.245,276116.613,2381360.156,243711.11800000002,330262.73000000004,573973.848,1795945.9490000003,211461.37999999998,311347.66,522809.0399999999,1750135.14
5102760,Virginia,3,3,NORTON CITY PBLC SCHS,818,692000,861,768000,826,728000,813,790000,5737000,758000,3145000,9640000,357000,102000,459000,6597000,1625000,3148000,11370000,403000,234000,637000,6983000,2759000,3372000,13114000,406000,297000,703000,7124000,1945000,3483000,12552000,411000,237000,648000,129,-8,154,145,415922.493,118834.998,534757.491,806213.908,458951.31100000005,266487.858,725439.1690000001,874626.8160000001,431423.72,315598.13999999996,747021.86,773587.3599999999
5102790,Virginia,3,3,NOTTOWAY CO PBLC SCHS,1990,2308000,1878,2153000,1823,2387000,1810,2186000,16248000,2849000,5518000,24615000,1075000,517000,1592000,16317000,3391000,5214000,24922000,861000,333000,1194000,16700000,5767000,5987000,28454000,830000,498000,1328000,18012000,6721000,6135000,30868000,876000,521000,1397000,248,221,231,236,1252427.675,602330.333,1854758.008,2688933.092,980538.6570000001,379232.721,1359771.378,2451916.061,881974.5999999999,529184.7599999999,1411159.3599999999,2536473.94
5102820,Virginia,3,3,ORANGE CO PBLC SCHS,5089,7975000,4904,6634000,5024,7308000,5035,8177000,29264000,6194000,25642000,61100000,1832000,1287000,3119000,30805000,7784000,23300000,61889000,1759000,975000,2734000,32175000,10504000,24178000,66857000,1781000,1156000,2937000,35226000,11642000,25421000,72289000,1940000,1310000,3250000,605,612,623,635,2134369.768,1499418.063,3633787.831,9291265.775,2003214.2830000003,1110366.0750000002,3113580.3580000005,7555044.658000001,1892526.2199999997,1228388.72,3120914.9399999995,7765626.959999999
5102850,Virginia,3,3,PAGE CO PBLC SCHS,3352,11397000,3209,3599000,3135,4076000,3030,4504000,22325000,3077000,16273000,41675000,1538000,620000,2158000,23683000,5541000,13423000,42647000,1442000,537000,1979000,24503000,7671000,10229000,42403000,1502000,607000,2109000,27155000,7337000,13210000,47702000,1722000,784000,2506000,422,401,394,383,1791845.362,722330.38,2514175.742,13278063.453,1642202.9540000001,611555.469,2253758.4230000004,4098674.3630000004,1596055.2399999998,645010.34,2241065.5799999996,4331239.119999999
5102880,Virginia,3,3,PATRICK CO PBLC SCHS,2558,2765000,2516,2752000,2538,3340000,2481,3463000,18942000,2313000,5844000,27099000,1318000,522000,1840000,20033000,2834000,6004000,28871000,1412000,492000,1904000,20723000,7109000,7479000,35311000,1397000,535000,1932000,23302000,7386000,7423000,38111000,1382000,814000,2196000,414,391,402,420,1535534.582,608155.578,2143690.16,3221360.485,1608037.844,560307.804,2168345.648,3134079.424,1484480.14,568501.7,2052981.8399999999,3549150.8
5102910,Virginia,3,3,PETERSBURG CITY PBLC SCHS,4209,5419000,4045,6283000,4178,6680000,4272,7334000,34000000,9360000,11207000,54567000,1727000,989000,2716000,37780000,12954000,12666000,63400000,1606000,1117000,2723000,39609000,17114000,11485000,68208000,1525000,1293000,2818000,44297000,25501000,11394000,81192000,1820000,1373000,3193000,429,415,437,462,2012039.623,1152233.461,3164273.084,6313400.531,1828972.222,1272080.929,3101053.151,7155312.871,1620495.4999999998,1373967.66,2994463.1599999997,7098301.6
5102940,Virginia,3,3,PITTSYLVANIA CO PBLC SCHS,8723,9435000,8213,9472000,7914,10019000,7918,10987000,62431000,9005000,23487000,94923000,3937000,1877000,5814000,66148000,11160000,24846000,102154000,4098000,1865000,5963000,68088000,15722000,25284000,109094000,3938000,2066000,6004000,73226000,23277000,24001000,120504000,3274000,2177000,5451000,1134,987,927,950,4586797.913,2186796.973,6773594.886,10992237.315,4666954.026000001,2123931.0050000004,6790885.031,10787064.064000001,4184597.5599999996,2195372.92,6379970.4799999995,10646389.78
5102980,Virginia,3,3,POQUOSON CITY PBLC SCHS,2114,2813000,2069,2812000,2056,3190000,2055,2885000,12084000,1299000,11620000,25003000,995000,334000,1329000,12661000,2265000,10294000,25220000,1149000,365000,1514000,13130000,2460000,11158000,26748000,1130000,602000,1732000,14334000,2331000,12241000,28906000,900000,498000,1398000,235,210,214,238,1159223.755,389126.366,1548350.121,3277282.837,1308523.7130000002,415675.50500000006,1724199.218,3202409.6440000003,1200760.5999999999,639697.24,1840457.8399999999,3389757.8
5103000,Virginia,3,3,PORTSMOUTH CITY PBLC SCHS,13991,24401000,13395,24394000,13517,24072000,13371,24211000,99584000,21211000,63382000,184177000,7635000,3661000,11296000,107963000,23352000,68123000,199438000,7598000,3618000,11216000,111633000,25158000,66500000,203291000,7476000,4050000,11526000,126815000,34484000,69081000,230380000,7772000,4075000,11847000,1807,1597,1577,1565,8895149.115,4265244.389,13160393.504,28428360.649,8652883.526,4120312.2660000003,12773195.792000001,27780789.778,7944147.119999999,4303611,12247758.12,25579388.639999997
5103030,Virginia,3,3,POWHATAN CO PBLC SCHS,4346,6959000,4208,6993000,4295,8074000,4241,7730000,23029000,1949000,23099000,48077000,1470000,991000,2461000,23646000,4217000,23168000,51031000,1373000,932000,2305000,24822000,4828000,24919000,54569000,1361000,1158000,2519000,24651000,5152000,26773000,56576000,1248000,1168000,2416000,580,542,555,577,1712622.03,1154563.559,2867185.589,8107575.991,1563623.2010000001,1061396.084,2625019.285,7963887.141000001,1446225.8199999998,1230513.96,2676739.78,8579593.879999999
5103060,Virginia,3,3,PRINCE EDWARD CO PBLC SCHS,2055,2113000,1947,1649000,1914,2619000,1887,2352000,14454000,3327000,9132000,26913000,994000,760000,1754000,15228000,4495000,6131000,25854000,908000,712000,1620000,15705000,4321000,5944000,25970000,862000,422000,1284000,17019000,6305000,8003000,31327000,690000,531000,1221000,257,232,247,222,1158058.706,885437.24,2043495.946,2461748.537,1034063.996,810851.944,1844915.9400000002,1877942.2130000002,915978.44,448425.63999999996,1364404.0799999998,2783001.78
5103090,Virginia,3,3,PRINCE GEORGE CO PBLC SCHS,6353,8608000,6099,12266000,6139,8622000,6106,9816000,43907000,9233000,19278000,72418000,3313000,1043000,4356000,45861000,11649000,16979000,74489000,2992000,1076000,4068000,48062000,15925000,18225000,82212000,3035000,1142000,4177000,51744000,15987000,21168000,88899000,3271000,1462000,4733000,860,767,795,805,3859807.337,1215146.107,5074953.444,10028741.792,3407400.3040000005,1225388.6120000002,4632788.916,13968974.642,3225051.6999999997,1213512.0399999998,4438563.739999999,9161909.639999999
5103130,Virginia,3,3,PRINCE WILLIAM CO PBLC SCHS,92166,153339000,89548,145393000,90048,154031000,91101,176645000,561343000,61209000,675066000,1297618000,35591000,16012000,51603000,607718000,154133000,663606000,1425457000,36406000,14806000,51212000,639072000,125002000,683046000,1447120000,34724000,16357000,51081000,707834000,172790000,834715000,1715339000,43885000,17865000,61750000,11822,10862,10829,11023,41465258.959,18654764.588,60120023.547,178647448.611,41460499.822000004,16861620.622,58322120.444000006,165578927.941,36898416.879999995,17381275.34,54279692.21999999,163676421.22
5103150,Virginia,3,3,PULASKI CO PBLC SCHS,4096,6351000,4009,6261000,4039,6472000,3988,6808000,28279000,4463000,17099000,49841000,2132000,912000,3044000,29173000,6151000,16621000,51945000,2048000,799000,2847000,30869000,6723000,17342000,54934000,2129000,779000,2908000,33660000,11322000,17616000,62598000,1529000,1039000,2568000,641,589,578,538,2483884.468,1062524.688,3546409.156,7399226.199,2332338.176,909930.763,3242268.9390000002,7130258.457,2262317.98,827780.9799999999,3090098.9599999995,6877276.64
5103180,Virginia,3,3,RADFORD CITY PBLC SCHS,1642,1915000,2520,1973000,2701,2535000,3690,3198000,11412000,1567000,6551000,19530000,938000,295000,1233000,16068000,2110000,12509000,30687000,1045000,329000,1374000,19879000,3812000,12599000,36290000,1256000,488000,1744000,26245000,3832000,8495000,38572000,892000,439000,1331000,218,209,280,372,1092815.962,343689.455,1436505.417,2231068.835,1190084.665,374677.373,1564762.0380000002,2246925.401,1334650.72,518558.55999999994,1853209.2799999998,2693741.6999999997
5103210,Virginia,3,3,RAPPAHANNOCK CO PBLC SCHS,791,921000,766,1025000,753,1311000,735,1115000,2744000,355000,9956000,13055000,98000,57000,155000,3025000,1310000,9893000,14228000,111000,412000,523000,3282000,1723000,9916000,14921000,99000,244000,343000,3277000,1741000,10430000,15448000,88000,287000,375000,108,97,105,102,114174.802,66407.793,180582.595,1073010.129,126410.907,469200.84400000004,595611.751,1167307.925,105199.37999999999,259279.27999999997,364478.66,1393094.8199999998
5103240,Virginia,3,2,RICHMOND CITY PBLC SCHS,25211,56887000,28225,56120000,21177,54845000,21130,57295000,137424000,54154000,201047000,392625000,14164000,7026000,21190000,153257000,77046000,189033000,419336000,16310000,7031000,23341000,164655000,123962000,193161000,481778000,16095000,7240000,23335000,161366000,108352000,218057000,487775000,12298000,9051000,21349000,3709,3469,2886,2680,16501754.036,8185634.274,24687388.31,66276142.463,18574431.470000003,8007162.947000001,26581594.417000003,63911532.440000005,17102868.9,7693368.799999999,24796237.7,58279393.89999999
5103270,Virginia,3,3,RICHMOND CO PBLC SCHS,1301,1570000,1306,1688000,1350,1810000,1346,2102000,9322000,1561000,6180000,17063000,758000,271000,1029000,9797000,1873000,6870000,18540000,690000,275000,965000,10686000,3557000,7268000,21511000,710000,314000,1024000,11970000,2768000,7495000,22233000,855000,310000,1165000,169,155,154,174,883107.142,315728.279,1198835.421,1829126.93,785797.53,313180.17500000005,1098977.705,1922356.8560000001,754460.2,333662.68,1088122.88,1923342.1999999997
5103300,Virginia,3,3,ROANOKE CITY PBLC SCHS,14039,28061000,13853,29234000,13685,30966000,13597,39666000,99045000,22465000,92360000,213870000,9768000,3995000,13763000,108025000,33023000,91612000,232660000,10082000,3993000,14075000,114909000,57612000,92479000,265000000,9486000,4403000,13889000,128436000,65699000,100122000,294257000,11412000,4972000,16384000,2312,2128,2105,2080,11380198.632,4654370.755,16034569.387,32692439.989,11481754.634000001,4547376.141000001,16029130.775000002,33292760.858000003,10080013.319999998,4678715.859999999,14758729.179999998,32905090.919999998
5103330,Virginia,3,3,ROANOKE CO PBLC SCHS,13999,25883000,13690,25707000,13723,29765000,13811,30971000,83051000,7724000,77689000,168464000,7263000,3103000,10366000,85368000,14122000,80687000,180177000,7056000,2909000,9965000,90131000,21243000,79233000,190607000,7081000,3752000,10833000,98713000,16612000,89270000,204595000,7452000,3524000,10976000,2297,2066,2101,2150,8461750.887,3615147.047,12076897.934,30154963.267,8035633.872,3312876.833,11348510.705,29276082.759000003,7524412.22,3986950.2399999998,11511362.459999999,31628884.299999997
5103370,Virginia,3,3,ROCKBRIDGE CO PBLC SCHS,2819,3829000,2711,3889000,2632,4117000,2549,4200000,15831000,2699000,20422000,38952000,1107000,734000,1841000,15213000,3386000,20631000,39230000,964000,780000,1744000,15510000,5266000,21370000,42146000,943000,744000,1687000,17355000,7235000,21208000,45798000,1190000,789000,1979000,398,371,358,357,1289709.243,855145.966,2144855.209,4460972.621,1097838.868,888292.8600000001,1986131.7280000001,4428937.093,1002050.6599999999,790589.2799999999,1792639.94,4374806.54
5103390,Virginia,3,3,ROCKINGHAM CO PBLC SCHS,11911,14914000,11336,13479000,11288,13866000,11497,16026000,69923000,8426000,83385000,161734000,3874000,2517000,6391000,74223000,12275000,67787000,154285000,3730000,2555000,6285000,78145000,21879000,69657000,169681000,3623000,3185000,6808000,85927000,18055000,77520000,181502000,4927000,3248000,8175000,1230,1080,1087,1172,4513399.826,2932428.333,7445828.159,17375540.786,4247862.010000001,2909728.535,7157590.545000001,15350383.923,3849872.26,3384444.6999999997,7234316.959999999,14734288.919999998
5103420,Virginia,3,3,RUSSELL CO PBLC SCHS,3715,4676000,3552,5126000,3456,5234000,3375,5463000,29390000,5907000,10124000,45421000,2021000,996000,3017000,31391000,8490000,9656000,49537000,1830000,1003000,2833000,31497000,15756000,9681000,56934000,1678000,1154000,2832000,33590000,9444000,9840000,52874000,1569000,1111000,2680000,551,489,447,432,2354564.029,1160388.804,3514952.833,5447769.124,2084071.7100000002,1142253.5110000002,3226325.2210000004,5837678.462,1783076.3599999999,1226263.48,3009339.84,5561753.079999999
5103460,Virginia,3,3,SALEM CITY PBLC SCHS,3926,4949000,3828,5507000,3799,6529000,3750,7399000,22396000,2977000,23546000,48919000,1593000,773000,2366000,24143000,4507000,21171000,49821000,1709000,856000,2565000,25359000,8494000,27806000,61659000,1702000,999000,2701000,26676000,6608000,23439000,56723000,1843000,1061000,2904000,620,576,579,604,1855923.057,900582.877,2756505.934,5765827.501,1946272.4330000002,974844.4720000001,2921116.9050000003,6271575.359,1808579.2399999998,1061557.38,2870136.6199999996,6937845.9799999995
5103480,Virginia,3,3,SCOTT CO PBLC SCHS,3512,4360000,3534,4981000,3535,5121000,4024,5391000,29587000,3707000,5990000,39284000,2331000,838000,3169000,31253000,5784000,6810000,43847000,2588000,840000,3428000,31815000,10717000,7060000,49592000,2514000,940000,3454000,42420000,6548000,9272000,58240000,3379000,1000000,4379000,683,638,644,755,2715729.219,976311.062,3692040.281,5079613.64,2947310.1560000004,956623.0800000001,3903933.2360000005,5672547.097,2671426.6799999997,998862.7999999999,3670289.4799999995,5441677.02
5103510,Virginia,3,3,SHENANDOAH CO PBLC SCHS,6002,8627000,5769,7260000,5050,7456000,5630,8080000,37782000,4092000,34783000,76657000,2711000,1331000,4042000,40067000,6800000,25893000,72760000,3230000,1355000,4585000,41684000,10251000,30786000,82721000,2974000,1410000,4384000,43366000,11231000,32678000,87275000,2447000,1212000,3659000,876,816,791,820,3158447.839,1550680.219,4709128.058,10050877.723,3678443.5100000002,1543124.1350000002,5221567.6450000005,8267956.620000001,3160231.88,1498294.2,4658526.079999999,7922894.719999999
5103520,Virginia,3,3,SMYTH CO PBLC SCHS,4268,5960000,4109,4921000,4050,5795000,3981,6355000,32252000,5902000,14477000,52631000,1893000,1012000,2905000,33775000,6146000,14063000,53984000,2067000,1141000,3208000,34851000,10785000,14239000,59875000,2102000,1448000,3550000,39290000,9590000,15833000,64713000,2381000,852000,3233000,667,635,628,639,2205437.757,1179029.588,3384467.345,6943692.04,2353976.0790000004,1299413.0170000002,3653389.0960000004,5604216.877,2233627.2399999998,1538673.7599999998,3772300.9999999995,6157882.899999999
5103600,Virginia,3,3,SOUTHAMPTON CO PBLC SCHS,2803,6994000,2610,6472000,2600,6682000,2579,5720000,19578000,2602000,16406000,38586000,2019000,563000,2582000,21152000,3950000,16750000,41852000,2072000,524000,2596000,21999000,5082000,14977000,42058000,2129000,579000,2708000,23328000,5463000,15562000,44353000,1690000,672000,2362000,359,295,304,323,2352233.931,655922.587,3008156.518,8148352.706,2359670.2640000004,596750.5880000001,2956420.8520000004,7370553.064,2262317.98,615256.98,2877574.9599999995,7100426.839999999
5103640,Virginia,3,3,SPOTSYLVANIA CO PBLC SCHS,23882,40146000,23025,39925000,23770,44339000,24201,50728000,148135000,16984000,133774000,298893000,11042000,4722000,15764000,156068000,40675000,148303000,345046000,10742000,4109000,14851000,164823000,44295000,186433000,395551000,11209000,5726000,16935000,183951000,36087000,179184000,399222000,11016000,5659000,16675000,3417,3168,3280,3424,12864471.058,5501361.378,18365832.436,46772057.154,12233387.054000001,4679481.233,16912868.287,45468067.225,11910907.579999998,6084562.119999999,17995469.7,47115508.17999999
5103660,Virginia,3,3,STAFFORD CO PBLC SCHS,30086,63456000,29372,72155000,30435,76871000,31105,57034000,173952000,17912000,148834000,340698000,8095000,5307000,13402000,192088000,28629000,134435000,355152000,9902000,5137000,15039000,203779000,43489000,144699000,391967000,10356000,5427000,15783000,227419000,45223000,154977000,427619000,11298000,6805000,18103000,3766,3698,3718,3899,9431071.655,6182915.043,15613986.698,73929349.344,11276763.974000001,5850205.669000001,17126969.643000003,82172783.73500001,11004492.719999999,5766838.739999999,16771331.459999999,81684662.02
5103690,Virginia,3,3,STAUNTON CITY PBLC SCHS,2737,4460000,2607,3627000,2740,4088000,2692,5064000,19020000,3468000,19096000,41584000,3462000,740000,4202000,20143000,5274000,15570000,40987000,3253000,561000,3814000,21053000,8481000,15985000,45519000,3498000,696000,4194000,22473000,7216000,17178000,46867000,3179000,1175000,4354000,366,320,317,331,4033399.638,862136.26,4895535.898,5196118.54,3704636.7610000004,638887.557,4343524.318,4130561.7990000006,3717044.76,739583.5199999999,4456628.279999999,4343990.56
5103710,Virginia,3,3,SUFFOLK CITY PBLC SCHS,14322,24747000,13869,25320000,14048,27003000,14490,30468000,90449000,13241000,82408000,186098000,6922000,3080000,10002000,95411000,18158000,85856000,199425000,7298000,2712000,10010000,99945000,26398000,84210000,210553000,6933000,2992000,9925000,108133000,37267000,86617000,232017000,6043000,3604000,9647000,1892,1692,1704,1728,8064469.178,3588350.92,11652820.098,28831467.603,8311232.426000001,3088525.944,11399758.370000001,28835352.840000004,7367144.459999999,3179359.0399999996,10546503.499999998,28693927.859999996
5103750,Virginia,3,3,SURRY CO PBLC SCHS,738,1601000,679,1169000,655,1656000,681,1758000,2420000,1034000,12382000,15836000,107000,248000,355000,2639000,1097000,12558000,16294000,155000,179000,334000,2838000,2569000,12775000,18182000,154000,219000,373000,3380000,1544000,13311000,18235000,201000,215000,416000,145,133,126,127,124660.243,288932.152,413592.395,1865243.449,176519.73500000002,203851.823,380371.558,1331300.4530000002,163643.47999999998,232713.77999999997,396357.25999999995,1759698.7199999997
5103780,Virginia,3,3,SUSSEX CO PBLC SCHS,1091,1615000,1045,1583000,975,1654000,998,1450000,8615000,1507000,8948000,19070000,707000,263000,970000,9432000,2502000,8568000,20502000,552000,323000,875000,10055000,4077000,8168000,22300000,509000,331000,840000,10490000,4989000,7893000,23372000,568000,355000,923000,164,135,134,119,823689.643,306407.887,1130097.53,1881554.135,628638.0240000001,367844.351,996482.3750000001,1802778.9710000001,540873.58,351727.22,892600.7999999999,1757573.4799999997
5103810,Virginia,3,3,TAZEWELL CO PBLC SCHS,5585,7049000,5432,7201000,5418,7411000,5416,8058000,38966000,5933000,15025000,59924000,2600000,1259000,3859000,42690000,8825000,13963000,65478000,2983000,1651000,4634000,45047000,8967000,15063000,69077000,2897000,1818000,4715000,49240000,10510000,16447000,76197000,3161000,1834000,4995000,930,894,884,901,3029127.4,1466796.691,4495924.091,8212430.401,3397150.771,1880219.887,5277370.658000001,8200765.237000001,3078410.1399999997,1931843.16,5010253.3,7875076.819999999
5103840,Virginia,3,2,VA BEACH CITY PBLC SCHS,68706,115019000,65612,117676000,65444,126561000,65456,126667000,380230000,61573000,432629000,874432000,30322000,14504000,44826000,399692000,87459000,440131000,927282000,26127000,14710000,40837000,411093000,142494000,484950000,1038537000,25887000,15140000,41027000,441937000,130142000,495178000,1067257000,26378000,18189000,44567000,8360,7660,7670,7838,35326615.778,16897870.696,52224486.474,134002770.931,29754394.299000002,16752292.270000001,46506686.569000006,134013782.812,27508043.939999998,16088066.799999999,43596110.739999995,134486249.82
5103870,Virginia,3,3,WARREN CO PBLC SCHS,5372,8383000,5159,7649000,5148,9597000,5165,9443000,30051000,4319000,27062000,61432000,1676000,1163000,2839000,31785000,8514000,29122000,69421000,1823000,1220000,3043000,33570000,9383000,28507000,71460000,1801000,1253000,3054000,36284000,12558000,30834000,79676000,2081000,1598000,3679000,715,606,620,609,1952622.124,1354951.987,3307574.111,9766605.767,2076099.8510000003,1389381.1400000001,3465480.9910000004,8710964.213000001,1913778.6199999999,1331462.8599999999,3245241.4799999995,10197964.139999999
5103900,Virginia,3,3,WASHINGTON CO PBLC SCHS,7050,10762000,6759,10626000,6731,10936000,6737,11917000,44835000,6985000,29520000,81340000,2525000,1608000,4133000,47847000,8895000,26904000,83646000,2864000,1362000,4226000,49762000,12277000,35790000,97829000,2868000,1346000,4214000,54765000,15715000,32359000,102839000,3126000,1213000,4339000,1222,1084,1041,1128,2941748.725,1873398.792,4815147.517,12538257.338,3261629.168,1551095.9940000002,4812725.1620000005,12101281.962000001,3047594.1599999997,1430286.5199999998,4477880.68,11620812.319999998
5103930,Virginia,3,3,WAYNESBORO CITY PBLC SCHS,2961,4437000,2913,3778000,3021,4371000,3041,5167000,18504000,4332000,18859000,41695000,1012000,681000,1693000,21388000,7048000,18528000,46964000,1233000,605000,1838000,24111000,10388000,19087000,53586000,1269000,739000,2008000,25822000,11055000,20360000,57237000,1555000,948000,2503000,342,315,341,353,1179029.588,793398.369,1972427.957,5169322.413,1404186.0210000002,688996.385,2093182.4060000002,4302526.186000001,1348464.7799999998,785276.1799999999,2133740.96,4644712.02
5103950,Virginia,3,3,WEST POINT PBLC SCHS,802,1222000,804,1086000,813,1116000,810,1042000,5515000,422000,4986000,10923000,325000,158000,483000,5833000,883000,4595000,11311000,337000,162000,499000,6180000,1191000,4863000,12234000,345000,204000,549000,6936000,875000,4738000,12549000,301000,172000,473000,97,90,90,97,378640.925,184077.742,562718.667,1423689.878,383788.069,184491.594,568279.6630000001,1236776.982,366603.89999999997,216774.47999999998,583378.3799999999,1185883.92
5103980,Virginia,3,3,WESTMORELAND CO PBLC SCHS,1603,2182000,1547,2037000,1531,1840000,1561,2282000,12656000,2334000,10221000,25211000,752000,393000,1145000,11770000,3339000,10421000,25530000,707000,147000,854000,12734000,3923000,10623000,27280000,663000,362000,1025000,14069000,6007000,11028000,31104000,701000,451000,1152000,257,231,205,221,876116.848,457864.257,1333981.105,2542136.918,805157.7590000001,167409.03900000002,972566.7980000001,2319810.969,704517.0599999999,384668.43999999994,1089185.5,1955220.7999999998
5104020,Virginia,3,3,WILLIAMSBURG-JAMES CITY PBLC SCHS,11639,19427000,10985,19990000,11079,20123000,11375,21648000,51364000,6027000,96458000,153849000,4358000,2224000,6582000,55996000,10500000,89643000,156139000,4772000,2273000,7045000,5696000,19468000,142876000,168040000,1395000,2492000,3887000,66382000,15466000,99221000,181069000,5311000,2450000,7761000,1911,1724,1731,1773,5077283.542,2591068.976,7668352.518,22633406.923,5434530.164000001,2588576.501,8023106.665000001,22765351.630000003,1482354.9,2648049.0399999996,4130403.9399999995,21383102.259999998
5104050,Virginia,3,3,WINCHESTER CITY PBLC SCHS,4387,10640000,4268,10979000,4143,11593000,4268,12161000,26783000,4865000,35909000,67557000,1807000,822000,2629000,29508000,5828000,35614000,70950000,1813000,1029000,2842000,31040000,10625000,34951000,76616000,1771000,1065000,2836000,32880000,13729000,38273000,84882000,1674000,1219000,2893000,637,627,593,564,2105243.543,957670.278,3062913.821,12396121.36,2064711.4810000001,1171863.273,3236574.754,12503291.423,1881900.0199999998,1131690.2999999998,3013590.32,12318953.659999998
5104080,Virginia,3,3,WISE CO PBLC SCHS,5631,6884000,5542,5967000,5765,6898000,5913,6979000,40288000,6526000,17142000,63956000,2003000,1081000,3084000,42535000,10431000,18799000,71765000,2004000,1608000,3612000,47184000,16310000,19220000,82714000,2114000,1466000,3580000,52475000,20151000,21289000,93915000,2454000,1527000,3981000,887,823,811,831,2333593.147,1259417.969,3593011.116,8020197.316,2282229.348,1831249.8960000002,4113479.2440000004,6795440.379000001,2246378.6799999997,1557800.92,3804179.5999999996,7329952.759999999
5104110,Virginia,3,3,WYTHE CO PBLC SCHS,3982,5194000,3857,5977000,3829,6375000,3878,7366000,26239000,3437000,21449000,51125000,1339000,854000,2193000,27426000,5444000,16040000,48910000,1446000,894000,2340000,28941000,4551000,17575000,51067000,1478000,840000,2318000,31978000,6822000,23848000,62648000,1589000,906000,2495000,597,529,529,593,1560000.611,994951.846,2554952.457,6051264.506,1646758.3020000001,1018120.278,2664878.58,6806828.749000001,1570552.3599999999,892600.7999999999,2463153.1599999997,6774202.499999999
