dist_id,state,schlev,agchrt,district,total_enroll,tcurelsc,current_sped_exp,sped_instructional_exp,sped_pupil_support_services_exp,sped_instructional_support_exp,sped_student_transportation_exp,sped_teacher_salaries
4206780,Pennsylvania,3,3,Conrad Weiser Area SD,2467,51031000,14503000,11728000,363000,297000,377000,5067000
4206810,Pennsylvania,3,3,Cornell SD,522,14441000,2113000,1821000,71000,0,169000,798000
4206840,Pennsylvania,3,3,Cornwall-Lebanon SD,5007,75551000,18494000,11070000,1126000,696000,1855000,4763000
4206860,Pennsylvania,3,3,Corry Area SD,1869,33763000,10306000,7505000,300000,420000,523000,1896000
4206930,Pennsylvania,3,3,Coudersport Area SD,558,12275000,2110000,1394000,62000,49000,84000,7000
4206960,Pennsylvania,3,3,Council Rock SD,10460,231169000,63171000,51524000,1437000,1160000,2621000,28181000
4207050,Pennsylvania,3,3,Cranberry Area SD,1163,19699000,5159000,3509000,253000,213000,460000,1631000
4207080,Pennsylvania,3,3,Crawford Central SD,3123,53379000,10388000,6750000,768000,257000,1635000,4165000
4207110,Pennsylvania,3,3,Cumberland Valley SD,10003,148939000,30385000,22747000,789000,1290000,1074000,10668000
4207140,Pennsylvania,3,3,Curwensville Area SD,989,17190000,3411000,2745000,171000,200000,160000,1067000
4207200,Pennsylvania,3,3,Dallas SD,2449,40129000,9523000,4919000,0,0,355000,2560000
4207230,Pennsylvania,3,3,Dallastown Area SD,6337,103034000,13419000,13025000,0,395000,0,7472000
4207290,Pennsylvania,3,3,Daniel Boone Area SD,3030,49693000,4679000,3177000,8000,4000,633000,3755000
4207320,Pennsylvania,3,3,Danville Area SD,2159,38761000,7360000,4965000,379000,148000,432000,2519000
4207530,Pennsylvania,3,3,Delaware Valley SD,4313,86886000,14584000,10977000,558000,675000,1508000,5918000
4207540,Pennsylvania,3,3,Deer Lakes SD,1742,34930000,8243000,5265000,227000,121000,681000,2634000
4207560,Pennsylvania,3,3,Derry Area SD,1777,30798000,5340000,3126000,256000,270000,445000,1450000
4207590,Pennsylvania,3,3,Derry Township SD,3151,61906000,9079000,7626000,475000,681000,297000,3682000
4207650,Pennsylvania,3,3,Donegal SD,2790,44373000,3778000,2240000,682000,109000,241000,2427000
4207680,Pennsylvania,3,3,Dover Area SD,3268,56268000,10220000,7999000,292000,132000,1589000,4051000
4207710,Pennsylvania,3,3,Downingtown Area SD,13201,228481000,36060000,27578000,3345000,30000,3116000,16819000
4207830,Pennsylvania,3,3,DuBois Area SD,3266,52318000,15116000,9500000,679000,1228000,722000,4384000
4207980,Pennsylvania,3,3,Dunmore SD,1454,22852000,4800000,3382000,209000,159000,125000,1356000
4208010,Pennsylvania,1,3,Duquesne City SD,439,12310000,3802000,1761000,614000,206000,336000,644000
4208060,Pennsylvania,3,3,East Allegheny SD,1374,29860000,10808000,3970000,1490000,569000,39000,2101000
4208280,Pennsylvania,3,3,Forest Area SD,352,11772000,1687000,1603000,72000,8000,0,603000
4208460,Pennsylvania,3,3,Eastern Lebanon County SD,2391,44996000,6085000,5066000,262000,143000,465000,3068000
4208490,Pennsylvania,3,3,East Lycoming SD,1612,24367000,3679000,2003000,166000,227000,271000,1130000
4208550,Pennsylvania,3,3,East Penn SD,7957,140065000,29377000,17910000,2025000,1693000,2245000,11655000
4208580,Pennsylvania,3,3,East Pennsboro Area SD,2470,39620000,8369000,5153000,400000,275000,370000,2122000
4208670,Pennsylvania,3,3,East Stroudsburg Area SD,6383,137373000,26400000,20766000,2434000,380000,2017000,11372000
4208790,Pennsylvania,3,3,Eastern York SD,2243,40148000,5193000,3486000,407000,182000,973000,2054000
4208820,Pennsylvania,3,3,Eastern Lancaster County SD,2785,57466000,11404000,6809000,826000,1897000,718000,2737000
4208850,Pennsylvania,3,3,Easton Area SD,7990,153562000,27141000,18483000,1163000,1152000,1560000,8028000
4209090,Pennsylvania,3,3,Elizabeth Forward SD,2326,42334000,5861000,4828000,351000,253000,428000,2647000
4209120,Pennsylvania,3,3,Elizabethtown Area SD,3637,60804000,13888000,12179000,534000,195000,405000,3353000
4209150,Pennsylvania,3,3,Elk Lake SD,1109,21096000,4500000,2853000,167000,96000,309000,1636000
4209240,Pennsylvania,3,3,Ellwood City Area SD,1531,28974000,5210000,4280000,112000,250000,568000,2171000
4209270,Pennsylvania,3,3,Ephrata Area SD,3944,69935000,12406000,8376000,2037000,166000,1636000,4702000
4209300,Pennsylvania,3,3,Erie City SD,10061,182529000,31566000,28775000,394000,0,2397000,14067000
4209360,Pennsylvania,3,3,Everett Area SD,1165,18844000,3598000,2223000,158000,55000,353000,1243000
4209480,Pennsylvania,3,3,Exeter Township SD,3906,69546000,16728000,11706000,1274000,1167000,532000,5249000
4209540,Pennsylvania,3,3,Fairfield Area SD,958,15943000,2425000,1875000,0,0,549000,895000
4209570,Pennsylvania,3,3,Fairview SD,1876,26010000,4069000,2645000,271000,255000,125000,1447000
4209600,Pennsylvania,3,3,Karns City Area SD,1258,23704000,1972000,1472000,499000,0,0,618000
4209660,Pennsylvania,3,3,Fannett-Metal SD,384,7636000,1089000,775000,74000,122000,76000,346000
4209690,Pennsylvania,3,3,Farrell Area SD,640,25619000,3483000,2229000,352000,635000,268000,1035000
4209750,Pennsylvania,3,3,Ferndale Area SD,589,12089000,2548000,1500000,102000,57000,181000,529000
4209780,Pennsylvania,3,3,Fleetwood Area SD,2242,43838000,9444000,7883000,403000,325000,791000,3162000
4209870,Pennsylvania,3,3,Forbes Road SD,354,7810000,831000,458000,95000,136000,123000,204000
4209930,Pennsylvania,3,3,Forest City Regional SD,761,16931000,3794000,2814000,159000,62000,420000,1061000
4209940,Pennsylvania,3,3,Forest Hills SD,1732,26366000,3151000,2617000,359000,0,175000,1582000
4209960,Pennsylvania,3,3,Fort Cherry SD,905,17978000,3324000,2854000,148000,77000,246000,1103000
4209990,Pennsylvania,3,3,Fort LeBoeuf SD,1986,33066000,10177000,7633000,550000,301000,284000,2719000
4210070,Pennsylvania,3,3,Fox Chapel Area SD,4149,96810000,23795000,18000000,1103000,491000,1583000,6433000
4210110,Pennsylvania,3,3,North Schuylkill SD,2097,30438000,4774000,4485000,0,0,0,2397000
4210115,Pennsylvania,3,3,North Star SD,987,16856000,3198000,1820000,130000,292000,199000,751000
4210200,Pennsylvania,3,3,Franklin Area SD,1784,32181000,6307000,5792000,0,0,515000,2283000
4210230,Pennsylvania,3,3,Franklin Regional SD,3360,57689000,9345000,6683000,657000,310000,691000,3515000
4210350,Pennsylvania,3,3,Frazier SD,996,17293000,2254000,1999000,49000,0,160000,948000
4210380,Pennsylvania,3,3,Freedom Area SD,1210,22331000,6585000,3962000,470000,134000,505000,1350000
4210440,Pennsylvania,3,3,Freeport Area SD,1779,30536000,4538000,3464000,403000,88000,584000,1758000
4210530,Pennsylvania,3,3,Galeton Area SD,325,7475000,2379000,1815000,61000,26000,80000,510000
4210590,Pennsylvania,3,3,Garnet Valley SD,4508,102634000,21530000,20236000,1037000,11000,0,10303000
4210620,Pennsylvania,3,3,Gateway SD,3360,71222000,36551000,20436000,610000,227000,713000,7088000
4210650,Pennsylvania,3,3,General McLane SD,2106,33733000,5762000,4160000,685000,236000,380000,1921000
4210710,Pennsylvania,3,3,Gettysburg Area SD,2778,56088000,5634000,4186000,0,417000,1025000,1780000
4210740,Pennsylvania,3,3,Girard SD,1545,26843000,9430000,6959000,666000,117000,120000,2213000
4210830,Pennsylvania,3,3,Glendale SD,660,13832000,3307000,2075000,77000,65000,260000,874000
4210860,Pennsylvania,3,3,Governor Mifflin SD,4118,63599000,23207000,18296000,583000,831000,1244000,4709000
4210870,Pennsylvania,3,3,Great Valley SD,4699,95877000,20645000,19476000,0,0,1168000,5792000
4210920,Pennsylvania,3,3,Greensburg Salem SD,2544,41969000,8204000,5352000,242000,420000,474000,2497000
4210950,Pennsylvania,3,3,Greater Johnstown SD,2941,50324000,10728000,7149000,407000,291000,886000,3361000
4210980,Pennsylvania,3,3,Greater Latrobe SD,3430,54217000,7872000,5837000,334000,301000,1363000,3157000
4211010,Pennsylvania,3,3,Greencastle-Antrim SD,2990,41003000,5850000,4805000,137000,555000,321000,2730000
4211160,Pennsylvania,3,3,Greenville Area SD,1278,21359000,5298000,3264000,287000,263000,420000,1847000
4211190,Pennsylvania,3,3,Greenwood SD,752,13491000,2713000,2111000,122000,143000,318000,962000
4211220,Pennsylvania,3,3,Grove City Area SD,1899,38324000,14222000,10231000,699000,365000,645000,3496000
4211310,Pennsylvania,3,3,Halifax Area SD,875,18221000,4001000,2492000,155000,144000,229000,1099000
4211340,Pennsylvania,3,3,Hamburg Area SD,2094,38981000,8407000,6153000,1337000,9000,890000,2865000
4211400,Pennsylvania,3,3,Hampton Township SD,2637,51949000,5927000,3809000,221000,147000,120000,2783000
4211420,Pennsylvania,3,3,Hanover Area SD,2076,30611000,7599000,4990000,307000,153000,511000,3032000
4211450,Pennsylvania,3,3,Hanover Public SD,1935,29317000,3778000,2753000,415000,250000,360000,1588000
4211490,Pennsylvania,3,3,Harbor Creek SD,2074,31730000,8866000,6322000,467000,442000,371000,1998000
4211520,Pennsylvania,3,3,Harmony Area SD,250,5678000,1070000,582000,47000,21000,59000,286000
4211580,Pennsylvania,3,3,Harrisburg City SD,6267,120573000,26589000,16850000,1926000,762000,776000,6768000
4211610,Pennsylvania,3,3,Hatboro-Horsham SD,4234,101335000,30824000,19583000,1573000,1258000,1192000,7304000
4211670,Pennsylvania,3,3,Haverford Township SD,6622,121382000,30267000,23026000,1245000,672000,1184000,11031000
4211700,Pennsylvania,3,3,Hazleton Area SD,12187,165101000,34468000,31040000,632000,502000,1751000,13687000
4211730,Pennsylvania,3,3,Saucon Valley SD,1953,41085000,12645000,9229000,252000,579000,432000,2524000
4211760,Pennsylvania,3,3,Hempfield Area SD,5182,88790000,13160000,10224000,363000,344000,451000,4939000
4211790,Pennsylvania,3,3,Hempfield SD,7032,116660000,32555000,18762000,2598000,577000,2348000,9545000
4211820,Pennsylvania,3,3,Hermitage SD,2026,31278000,6389000,4213000,386000,409000,383000,2069000
4211880,Pennsylvania,3,3,Highlands SD,2185,38655000,8863000,6576000,1289000,61000,936000,2922000
4211940,Pennsylvania,3,3,Hollidaysburg Area SD,3117,47222000,8593000,6178000,253000,338000,346000,3351000
4212030,Pennsylvania,3,3,Hopewell Area SD,2038,39160000,9951000,7403000,413000,158000,374000,3119000
4212090,Pennsylvania,3,3,Huntingdon Area SD,1673,29575000,10090000,4910000,874000,1610000,695000,2451000
4212150,Pennsylvania,3,3,Indiana Area SD,2816,51832000,9608000,6354000,680000,425000,317000,3218000
4212170,Pennsylvania,3,3,Interboro SD,3297,65799000,7466000,6858000,333000,15000,0,5486000
4212210,Pennsylvania,3,3,Iroquois SD,1077,21305000,5920000,2529000,115000,138000,144000,1346000
4212300,Pennsylvania,3,3,Jamestown Area SD,380,8844000,1340000,1091000,77000,70000,0,689000
4212330,Pennsylvania,3,3,Jeannette City SD,897,16600000,3493000,2513000,273000,249000,316000,989000
4212390,Pennsylvania,3,3,Jefferson-Morgan SD,782,14265000,6947000,2005000,330000,200000,949000,948000
4212420,Pennsylvania,3,3,Jenkintown SD,708,15240000,4343000,2872000,583000,49000,86000,1013000
4212480,Pennsylvania,3,3,Jersey Shore Area SD,2147,37902000,9962000,7668000,776000,235000,304000,2224000
4212540,Pennsylvania,3,3,Jim Thorpe Area SD,1760,32661000,6305000,5272000,310000,341000,369000,1859000
4212570,Pennsylvania,3,3,Johnsonburg Area SD,542,10434000,2881000,2115000,77000,30000,102000,649000
4212600,Pennsylvania,3,3,Juniata County SD,2323,37526000,7680000,6408000,150000,7000,900000,3134000
4212630,Pennsylvania,3,3,Juniata Valley SD,708,12319000,3043000,1973000,130000,176000,198000,887000
4212660,Pennsylvania,3,3,Kane Area SD,984,16835000,2305000,1569000,278000,184000,152000,870000
4212690,Pennsylvania,3,3,Kennett Consolidated SD,3890,72141000,14039000,8492000,1157000,450000,1290000,2564000
4212720,Pennsylvania,3,3,Keystone SD,832,15530000,2412000,1454000,160000,0,325000,796000
4212725,Pennsylvania,3,3,Keystone Central SD,3497,71315000,13319000,8590000,604000,512000,872000,5518000
4212750,Pennsylvania,3,3,Keystone Oaks SD,1855,36593000,7360000,5310000,495000,0,900000,2161000
4212840,Pennsylvania,3,3,Kiski Area SD,3367,55981000,6094000,5054000,525000,51000,367000,1982000
4212930,Pennsylvania,3,3,Kutztown Area SD,1350,31379000,4176000,3684000,0,282000,211000,2108000
4212990,Pennsylvania,3,3,Lackawanna Trail SD,956,20048000,6220000,4786000,153000,45000,365000,1651000
4213020,Pennsylvania,3,3,Lake-Lehman SD,1573,29748000,13737000,3867000,1091000,211000,2000000,1941000
4213050,Pennsylvania,3,3,Lakeland SD,1377,23605000,5624000,3598000,196000,165000,377000,1632000
4213080,Pennsylvania,3,3,Lakeview SD,843,18326000,3204000,2136000,178000,53000,589000,1133000
4213110,Pennsylvania,3,3,Lampeter-Strasburg SD,2819,48181000,11789000,9817000,842000,197000,453000,3510000
4213140,Pennsylvania,3,3,Lancaster SD,10032,226761000,34706000,31512000,3066000,5000,0,18415000
4213290,Pennsylvania,3,3,Homer-Center SD,764,15366000,5008000,3607000,128000,147000,149000,806000
4213320,Pennsylvania,3,3,Laurel Highlands SD,2696,51178000,13176000,7443000,596000,280000,859000,3305000
4213380,Pennsylvania,3,3,Laurel SD,985,17714000,3934000,2696000,247000,196000,147000,813000
4213440,Pennsylvania,3,3,Lebanon SD,4947,70690000,20873000,14869000,735000,892000,1449000,4334000
4213470,Pennsylvania,3,3,Leechburg Area SD,638,13489000,2497000,1635000,221000,175000,57000,770000
4213500,Pennsylvania,3,3,Lehighton Area SD,2171,34902000,10561000,6329000,197000,171000,211000,2159000
4213590,Pennsylvania,3,3,Lewisburg Area SD,1860,32443000,5105000,4473000,632000,0,0,1959000
4213710,Pennsylvania,3,3,Ligonier Valley SD,1372,27743000,5749000,3969000,215000,120000,1320000,1477000
4213770,Pennsylvania,3,3,Penn Cambria SD,1522,22799000,4256000,3617000,132000,224000,280000,1888000
4213980,Pennsylvania,3,3,Littlestown Area SD,1756,29881000,6736000,5097000,248000,267000,343000,1603000
4214100,Pennsylvania,3,3,Lower Dauphin SD,3463,62044000,14281000,9339000,1193000,538000,742000,4948000
4214160,Pennsylvania,3,3,Lower Merion SD,8518,267702000,71160000,48534000,3315000,2192000,5445000,26959000
4214190,Pennsylvania,3,3,Lower Moreland Township SD,2613,51047000,11146000,8714000,549000,231000,275000,2981000
4214250,Pennsylvania,3,3,Methacton SD,4575,104069000,24191000,17404000,1045000,594000,1054000,6833000
4214310,Pennsylvania,3,3,Loyalsock Township SD,1549,22216000,3253000,2630000,419000,69000,91000,1491000
4214430,Pennsylvania,3,3,Mahanoy Area SD,1055,18998000,6623000,3637000,713000,363000,525000,1153000
4214460,Pennsylvania,3,3,Line Mountain SD,1006,19657000,222000,204000,6000,10000,0,1164000
4214550,Pennsylvania,3,3,Manheim Central SD,2768,51811000,10231000,6503000,310000,428000,1193000,3230000
4214580,Pennsylvania,3,3,Manheim Township SD,5926,92723000,12882000,9208000,1309000,659000,1066000,5149000
4214730,Pennsylvania,3,3,Marion Center Area SD,1186,24875000,3928000,3095000,429000,2000,402000,1509000
4214760,Pennsylvania,3,3,Marple Newtown SD,3791,77934000,30857000,17658000,2075000,1033000,2069000,6577000
4214790,Pennsylvania,3,3,Mars Area SD,3517,44960000,8426000,6707000,252000,516000,347000,3265000
4214850,Pennsylvania,3,3,Central Fulton SD,931,15566000,3545000,1798000,144000,113000,318000,974000
4214880,Pennsylvania,3,3,McGuffey SD,1534,29463000,6780000,5736000,389000,154000,501000,2467000
4214940,Pennsylvania,3,3,McKeesport Area SD,3069,54821000,9279000,7528000,556000,0,1196000,3715000
4215030,Pennsylvania,3,3,Mechanicsburg Area SD,4476,73025000,12099000,10186000,1099000,150000,665000,4330000
4215120,Pennsylvania,3,3,Mercer Area SD,1056,16771000,4729000,2532000,221000,0,293000,843000
4215150,Pennsylvania,3,3,Meyersdale Area SD,777,14846000,1513000,1280000,130000,0,103000,700000
4215170,Pennsylvania,3,3,Mid Valley SD,1857,27967000,9207000,6994000,286000,175000,423000,2047000
4215240,Pennsylvania,3,3,Middletown Area SD,2361,44435000,14276000,9715000,1065000,659000,575000,2917000
4215270,Pennsylvania,1,3,Midland Borough SD,211,5251000,1534000,1152000,41000,5000,130000,322000
4215290,Pennsylvania,3,3,Mifflin County SD,4631,74072000,23591000,17267000,1250000,704000,757000,6116000
4215330,Pennsylvania,3,3,Millcreek Township SD,6356,98657000,21013000,13218000,1553000,735000,967000,6776000
4215360,Pennsylvania,3,3,Millersburg Area SD,699,13007000,2441000,1817000,141000,221000,87000,835000
4215450,Pennsylvania,3,3,Millville Area SD,542,12406000,2533000,1540000,140000,104000,169000,999000
4215480,Pennsylvania,3,3,Milton Area SD,1915,35717000,7166000,4812000,421000,187000,290000,2412000
4215510,Pennsylvania,3,3,Minersville Area SD,1084,17781000,4336000,3253000,501000,244000,243000,1609000
4215540,Pennsylvania,3,3,Mohawk Area SD,1457,23205000,4477000,2795000,106000,53000,271000,1447000
4215600,Pennsylvania,3,3,Monessen City SD,655,14084000,1701000,1488000,0,0,0,709000
4215660,Pennsylvania,3,3,Montgomery Area SD,940,16713000,2798000,1872000,165000,91000,78000,1072000
4215720,Pennsylvania,3,3,Montour SD,3058,61256000,12247000,8174000,1030000,200000,619000,3944000
4215750,Pennsylvania,3,3,Montoursville Area SD,1709,28199000,5308000,3040000,277000,442000,586000,1724000
4215810,Pennsylvania,3,3,Montrose Area SD,1206,25912000,3292000,3202000,0,90000,0,1926000
4215830,Pennsylvania,3,3,Moon Area SD,4006,71666000,12750000,10921000,1101000,67000,661000,5332000
4215900,Pennsylvania,3,3,Morrisville Borough SD,827,17568000,3711000,3393000,152000,13000,54000,1707000
4215960,Pennsylvania,3,3,Moshannon Valley SD,788,14051000,3648000,2887000,229000,191000,341000,687000
4215990,Pennsylvania,3,3,Mount Carmel Area SD,1546,20511000,2731000,2495000,236000,0,0,1456000
4216020,Pennsylvania,3,3,Mount Union Area SD,1175,19244000,10238000,4159000,492000,454000,1000000,1722000
4216050,Pennsylvania,3,3,Mountain View SD,942,20034000,10041000,2780000,195000,480000,1408000,1988000
4216110,Pennsylvania,3,3,Mt Lebanon SD,5478,99013000,14610000,11946000,870000,108000,1687000,5456000
4216170,Pennsylvania,3,3,Mount Pleasant Area SD,1864,28944000,5678000,4496000,386000,13000,709000,1397000
4216200,Pennsylvania,3,3,Muhlenberg SD,4245,58962000,9734000,8699000,19000,685000,0,4475000
4216230,Pennsylvania,3,3,Muncy SD,941,16895000,1724000,530000,145000,135000,93000,878000
4216290,Pennsylvania,3,3,Greater Nanticoke Area SD,2271,29693000,4074000,4011000,63000,0,0,2030000
4216380,Pennsylvania,3,3,Nazareth Area SD,4852,85621000,8285000,5426000,357000,218000,465000,5472000
4216410,Pennsylvania,3,3,Neshaminy SD,9426,162513000,39857000,27122000,6938000,1814000,1907000,13135000
4216440,Pennsylvania,3,3,Neshannock Township SD,1200,19079000,2392000,2023000,109000,15000,246000,1097000
4216500,Pennsylvania,3,3,Woodland Hills SD,3099,73832000,23470000,10760000,4480000,280000,2099000,5785000
4216530,Pennsylvania,3,3,New Brighton Area SD,1290,27706000,4714000,3833000,170000,103000,415000,1469000
4216620,Pennsylvania,3,3,New Castle Area SD,2966,56313000,11089000,10692000,0,246000,151000,5502000
4216740,Pennsylvania,3,3,New Kensington-Arnold SD,1923,33262000,6377000,5349000,378000,0,650000,2276000
4216860,Pennsylvania,3,3,New Hope-Solebury SD,1277,38603000,24172000,8764000,2504000,2700000,40000,3849000
4216890,Pennsylvania,3,3,Newport SD,977,18662000,4769000,3411000,99000,211000,184000,1519000
4216980,Pennsylvania,3,3,Norristown Area SD,7785,146616000,22778000,19753000,950000,29000,2042000,9172000
4217010,Pennsylvania,3,3,North Allegheny SD,8419,163823000,20707000,19761000,99000,540000,196000,11781000
4217100,Pennsylvania,3,3,Moniteau SD,1138,21096000,2840000,2168000,151000,236000,0,1012000
4217130,Pennsylvania,3,3,North Clarion County SD,608,10210000,925000,755000,48000,4000,117000,507000
4217160,Pennsylvania,3,3,North East SD,1513,23049000,3387000,2487000,528000,213000,159000,1464000
4217220,Pennsylvania,3,3,North Hills SD,4569,79712000,4255000,2852000,126000,0,964000,5005000
4217280,Pennsylvania,3,3,North Penn SD,12859,255736000,74444000,58491000,4124000,1158000,4280000,23605000
4217310,Pennsylvania,3,3,North Pocono SD,2865,55632000,8844000,7346000,0,332000,1166000,3468000
4217370,Pennsylvania,3,3,Northampton Area SD,5219,95942000,15671000,12900000,838000,829000,1039000,7344000
4217430,Pennsylvania,3,3,Riverside Beaver County SD,1405,23571000,4863000,2989000,234000,187000,529000,1338000
4217460,Pennsylvania,3,3,Northeast Bradford SD,671,13824000,2067000,1683000,185000,86000,113000,896000
4217520,Pennsylvania,3,3,Northeastern York SD,3874,63410000,12482000,8399000,1120000,463000,736000,3916000
4217580,Pennsylvania,3,3,Northern Bedford County SD,876,14445000,3372000,1908000,527000,115000,821000,910000
4217610,Pennsylvania,3,3,Northern Cambria SD,796,17281000,2503000,2254000,248000,0,0,965000
4217640,Pennsylvania,3,3,Northern Lebanon SD,2124,37224000,8466000,5136000,380000,124000,656000,2033000
4217670,Pennsylvania,3,3,Northern Lehigh SD,1564,29650000,9482000,6466000,169000,211000,438000,1877000
4217700,Pennsylvania,3,3,Northern Potter SD,508,10613000,3251000,2503000,59000,59000,118000,610000
4217730,Pennsylvania,3,3,Northern Tioga SD,1995,36032000,6278000,4964000,662000,254000,398000,2671000
4217760,Pennsylvania,3,3,Northern York County SD,3327,49225000,9050000,6172000,414000,235000,527000,2589000
4217770,Pennsylvania,3,3,Northgate SD,1035,24661000,4634000,3145000,683000,198000,549000,1487000
4217790,Pennsylvania,3,3,Northwest Area SD,887,18187000,1352000,613000,148000,0,571000,1498000
4217850,Pennsylvania,3,3,Northwestern Lehigh SD,1971,39322000,7987000,4794000,360000,229000,531000,2791000
4217880,Pennsylvania,3,3,Northwestern SD,1212,21701000,9118000,6469000,246000,520000,449000,1222000
4217940,Pennsylvania,3,3,Norwin SD,5028,74133000,12802000,8924000,500000,290000,1097000,5249000
4218030,Pennsylvania,3,3,Octorara Area SD,2074,43024000,4227000,4227000,0,0,0,1950000
4218090,Pennsylvania,3,3,Oil City Area SD,1828,30360000,5458000,3550000,337000,609000,726000,1760000
4218120,Pennsylvania,3,3,Old Forge SD,946,15206000,3482000,2376000,132000,73000,117000,981000
4218150,Pennsylvania,3,3,Oley Valley SD,1473,31717000,5323000,4295000,106000,248000,537000,1698000
4218210,Pennsylvania,3,3,Oswayo Valley SD,341,7320000,1906000,1063000,53000,63000,155000,0
4218240,Pennsylvania,3,3,Otto-Eldred SD,539,11004000,3692000,2816000,89000,49000,137000,866000
4218270,Pennsylvania,3,3,Owen J Roberts SD,5424,100724000,22665000,14806000,1687000,683000,908000,7807000
4218300,Pennsylvania,3,3,Oxford Area SD,3250,56930000,12382000,9150000,354000,236000,764000,3446000
4218330,Pennsylvania,3,3,Palisades SD,1349,37599000,7726000,4423000,407000,191000,445000,2589000
4218360,Pennsylvania,3,3,Palmerton Area SD,1631,28371000,4872000,3825000,509000,209000,296000,1730000
4218390,Pennsylvania,3,3,Palmyra Area SD,3531,48245000,8188000,6313000,826000,557000,354000,3842000
4218450,Pennsylvania,3,3,Panther Valley SD,1810,23632000,10757000,8757000,962000,27000,1011000,1553000
4218510,Pennsylvania,3,3,Parkland SD,9821,185717000,29606000,24476000,3082000,2048000,0,13979000
4218570,Pennsylvania,3,3,Pen Argyl Area SD,1440,26925000,8450000,5671000,294000,544000,289000,1447000
4218580,Pennsylvania,3,3,Penn-Delco SD,3249,56746000,13327000,10022000,317000,617000,367000,3302000
4218590,Pennsylvania,3,3,Penn Hills SD,3026,61406000,20034000,17471000,219000,482000,1851000,3874000
4218630,Pennsylvania,3,3,Penn Manor SD,5532,79747000,11238000,8462000,1436000,0,446000,4178000
4218660,Pennsylvania,3,3,Penn-Trafford SD,3868,58112000,5716000,5587000,0,0,126000,2625000
4218740,Pennsylvania,3,3,Penncrest SD,2545,49974000,8383000,5534000,500000,349000,1311000,2632000
4218750,Pennsylvania,3,3,Pennridge SD,6496,128126000,12372000,4206000,1213000,839000,1125000,10875000
4218780,Pennsylvania,3,3,Penns Manor Area SD,723,16581000,3618000,2328000,120000,55000,272000,873000
4218810,Pennsylvania,3,3,Penns Valley Area SD,1352,24463000,2896000,2502000,37000,203000,155000,1465000
4218840,Pennsylvania,3,3,Pennsbury SD,9591,193844000,55468000,37914000,4527000,886000,1849000,21005000
4218900,Pennsylvania,3,3,Pequea Valley SD,1348,32918000,4879000,3105000,790000,180000,802000,1291000
4218930,Pennsylvania,3,3,Perkiomen Valley SD,5011,102137000,17113000,14062000,1883000,1168000,0,7750000
4218960,Pennsylvania,3,3,Peters Township SD,3930,65582000,7149000,4774000,285000,240000,358000,3612000
4218990,Pennsylvania,3,3,Philadelphia City SD,114779,2168938000,42966000,32220000,10744000,1000,0,7870000
4219020,Pennsylvania,3,3,Philipsburg-Osceola Area SD,1600,32207000,5143000,4530000,200000,29000,374000,2077000
4219050,Pennsylvania,3,3,Phoenixville Area SD,4036,81186000,15317000,14178000,725000,4000,27000,5228000
4219140,Pennsylvania,3,3,Pine Grove Area SD,1535,23240000,3085000,2485000,370000,218000,11000,1308000
4219170,Pennsylvania,3,3,Pittsburgh SD,19719,480968000,102892000,89727000,3501000,0,0,26938000
4219200,Pennsylvania,3,3,Pittston Area SD,3099,48413000,10454000,6045000,301000,382000,730000,2596000
4219290,Pennsylvania,3,3,Pleasant Valley SD,4117,82470000,4567000,2615000,270000,0,0,4589000
4219350,Pennsylvania,3,3,Plum Borough SD,3577,55240000,12244000,8928000,414000,194000,1329000,3073000
4219470,Pennsylvania,3,3,Colonial SD,5387,122786000,28331000,21883000,893000,1261000,745000,9130000
4219500,Pennsylvania,3,3,Pocono Mountain SD,8012,189580000,41211000,28328000,7831000,581000,4470000,14528000
4219530,Pennsylvania,3,3,Port Allegany SD,886,14982000,5019000,3599000,122000,62000,165000,839000
4219560,Pennsylvania,3,3,Portage Area SD,807,13139000,2690000,1495000,54000,252000,124000,646000
4219650,Pennsylvania,3,3,Pottsgrove SD,3000,59808000,12133000,9951000,737000,123000,456000,4943000
4219680,Pennsylvania,3,3,Pottstown SD,3146,64410000,16375000,16216000,0,0,159000,4978000
4219710,Pennsylvania,3,3,Pottsville Area SD,2402,35673000,7975000,5810000,1394000,636000,135000,2860000
4219800,Pennsylvania,3,3,Punxsutawney Area SD,1905,33633000,7726000,4656000,279000,502000,746000,2496000
4219830,Pennsylvania,3,3,Purchase Line SD,781,17762000,3403000,2660000,101000,272000,237000,1222000
4219860,Pennsylvania,3,3,Quaker Valley SD,1805,44638000,9415000,5571000,356000,290000,422000,3072000
4219890,Pennsylvania,3,3,Quakertown Community SD,4675,92274000,18007000,11409000,1219000,761000,660000,5201000
4219920,Pennsylvania,3,3,Radnor Township SD,3548,93077000,20998000,13248000,3013000,667000,678000,5387000
4220040,Pennsylvania,3,3,Reading SD,17185,251922000,56731000,56044000,686000,0,0,15703000
4220100,Pennsylvania,3,3,Red Lion Area SD,4832,83951000,16225000,10850000,807000,456000,964000,5765000
4220130,Pennsylvania,3,3,Redbank Valley SD,971,18107000,4068000,2222000,107000,274000,629000,1075000
4220220,Pennsylvania,3,3,Reynolds SD,949,19244000,3621000,2097000,121000,90000,227000,1087000
4220250,Pennsylvania,3,3,Richland SD,1526,23197000,2751000,2046000,232000,210000,262000,953000
